0,DÍA,HORA,NOX,CO,HUMO
1808,20/03/2022,12:03:00 p. m.,117,801,310
1809,20/03/2022,12:04:00 p. m.,117,1197,130
1810,20/03/2022,12:05:00 p. m.,54,198,194
1811,20/03/2022,12:06:00 p. m.,51,1194,177
1812,20/03/2022,12:07:00 p. m.,68,1194,179
1813,20/03/2022,12:08:00 p. m.,13,381,260
1814,20/03/2022,12:09:00 p. m.,83,410,323
1815,20/03/2022,12:10:00 p. m.,118,1045,59
1816,20/03/2022,12:11:00 p. m.,10,417,5
1817,20/03/2022,12:12:00 p. m.,11,116,20
1818,20/03/2022,12:13:00 p. m.,56,272,326
1819,20/03/2022,12:14:00 p. m.,77,513,159
1820,20/03/2022,12:15:00 p. m.,102,194,106
1821,20/03/2022,12:16:00 p. m.,143,711,139
1822,20/03/2022,12:17:00 p. m.,119,263,229
1823,20/03/2022,12:18:00 p. m.,77,97,175
1824,20/03/2022,12:19:00 p. m.,18,1097,172
1825,20/03/2022,12:20:00 p. m.,7,421,109
1826,20/03/2022,12:21:00 p. m.,110,133,75
1827,20/03/2022,12:22:00 p. m.,143,631,12
1828,20/03/2022,12:23:00 p. m.,31,126,53
1829,20/03/2022,12:24:00 p. m.,139,1175,320
1830,20/03/2022,12:25:00 p. m.,71,21,45
1831,20/03/2022,12:26:00 p. m.,75,99,405
1832,20/03/2022,12:27:00 p. m.,86,84,107
1833,20/03/2022,12:28:00 p. m.,89,587,383
1834,20/03/2022,12:29:00 p. m.,98,327,58
1835,20/03/2022,12:30:00 p. m.,62,981,345
1836,20/03/2022,12:31:00 p. m.,56,1029,173
1837,20/03/2022,12:32:00 p. m.,26,206,197
1838,20/03/2022,12:33:00 p. m.,129,613,314
1839,20/03/2022,12:34:00 p. m.,36,1126,242
1840,20/03/2022,12:35:00 p. m.,7,193,397
1841,20/03/2022,12:36:00 p. m.,114,660,63
1842,20/03/2022,12:37:00 p. m.,22,99,375
1843,20/03/2022,12:38:00 p. m.,44,67,310
1844,20/03/2022,12:39:00 p. m.,153,972,77
1845,20/03/2022,12:40:00 p. m.,118,770,285
1846,20/03/2022,12:41:00 p. m.,66,381,215
1847,20/03/2022,12:42:00 p. m.,84,16,230
1848,20/03/2022,12:43:00 p. m.,129,1229,342
1849,20/03/2022,12:44:00 p. m.,38,124,149
1850,20/03/2022,12:45:00 p. m.,145,52,346
1851,20/03/2022,12:46:00 p. m.,60,414,399
1852,20/03/2022,12:47:00 p. m.,21,200,32
1853,20/03/2022,12:48:00 p. m.,34,880,180
1854,20/03/2022,12:49:00 p. m.,106,782,312
1855,20/03/2022,12:50:00 p. m.,20,17,194
1856,20/03/2022,12:51:00 p. m.,129,243,419
1857,20/03/2022,12:52:00 p. m.,9,568,230
1858,20/03/2022,12:53:00 p. m.,83,270,111
1859,20/03/2022,12:54:00 p. m.,136,812,164
1860,20/03/2022,12:55:00 p. m.,97,630,345
1861,20/03/2022,12:56:00 p. m.,7,1209,235
1862,20/03/2022,12:57:00 p. m.,134,494,6
1863,20/03/2022,12:58:00 p. m.,30,275,11
1864,20/03/2022,12:59:00 p. m.,2,376,296
1865,20/03/2022,01:00:00 p. m.,23,315,249
1866,20/03/2022,01:01:00 p. m.,7,783,335
1867,20/03/2022,01:02:00 p. m.,114,417,77
1868,20/03/2022,01:03:00 p. m.,133,1041,105
1869,20/03/2022,01:04:00 p. m.,73,110,37
1870,20/03/2022,01:05:00 p. m.,131,1238,325
1871,20/03/2022,01:06:00 p. m.,37,630,369
1872,20/03/2022,01:07:00 p. m.,36,1229,209
1873,20/03/2022,01:08:00 p. m.,47,550,35
1874,20/03/2022,01:09:00 p. m.,24,433,352
1875,20/03/2022,01:10:00 p. m.,121,395,415
1876,20/03/2022,01:11:00 p. m.,52,1085,234
1877,20/03/2022,01:12:00 p. m.,63,55,158
1878,20/03/2022,01:13:00 p. m.,30,627,301
1879,20/03/2022,01:14:00 p. m.,136,344,362
1880,20/03/2022,01:15:00 p. m.,121,900,258
1881,20/03/2022,01:16:00 p. m.,134,1169,327
1882,20/03/2022,01:17:00 p. m.,35,195,338
1883,20/03/2022,01:18:00 p. m.,48,506,39
1884,20/03/2022,01:19:00 p. m.,146,660,16
1885,20/03/2022,01:20:00 p. m.,59,91,431
1886,20/03/2022,01:21:00 p. m.,10,485,385
1887,20/03/2022,01:22:00 p. m.,66,949,265
1888,20/03/2022,01:23:00 p. m.,74,694,165
1889,20/03/2022,01:24:00 p. m.,128,665,339
1890,20/03/2022,01:25:00 p. m.,131,453,123
1891,20/03/2022,01:26:00 p. m.,107,382,328
1892,20/03/2022,01:27:00 p. m.,80,677,148
1893,20/03/2022,01:28:00 p. m.,61,679,119
1894,20/03/2022,01:29:00 p. m.,7,669,310
1895,20/03/2022,01:30:00 p. m.,18,456,261
1896,20/03/2022,01:31:00 p. m.,62,933,217
1897,20/03/2022,01:32:00 p. m.,50,401,237
1898,20/03/2022,01:33:00 p. m.,113,1114,372
1899,20/03/2022,01:34:00 p. m.,106,842,55
1900,20/03/2022,01:35:00 p. m.,134,675,368
1901,20/03/2022,01:36:00 p. m.,132,700,256
1902,20/03/2022,01:37:00 p. m.,118,668,333
1903,20/03/2022,01:38:00 p. m.,86,1222,389
1904,20/03/2022,01:39:00 p. m.,146,1141,63
1905,20/03/2022,01:40:00 p. m.,62,419,415
1906,20/03/2022,01:41:00 p. m.,97,365,357
1907,20/03/2022,01:42:00 p. m.,109,913,280
1908,20/03/2022,01:43:00 p. m.,102,48,176
1909,20/03/2022,01:44:00 p. m.,33,732,301
1910,20/03/2022,01:45:00 p. m.,96,764,196
1911,20/03/2022,01:46:00 p. m.,121,798,283
1912,20/03/2022,01:47:00 p. m.,134,739,5
1913,20/03/2022,01:48:00 p. m.,110,1250,242
1914,20/03/2022,01:49:00 p. m.,118,43,162
1915,20/03/2022,01:50:00 p. m.,140,716,380
1916,20/03/2022,01:51:00 p. m.,5,687,368
1917,20/03/2022,01:52:00 p. m.,123,104,266
1918,20/03/2022,01:53:00 p. m.,88,131,177
1919,20/03/2022,01:54:00 p. m.,19,193,415
1920,20/03/2022,01:55:00 p. m.,76,1229,430
1921,20/03/2022,01:56:00 p. m.,26,290,177
1922,20/03/2022,01:57:00 p. m.,40,1132,57
1923,20/03/2022,01:58:00 p. m.,121,927,224
1924,20/03/2022,01:59:00 p. m.,93,417,257
1925,20/03/2022,02:00:00 p. m.,138,1151,36
1926,20/03/2022,02:01:00 p. m.,52,936,80
1927,20/03/2022,02:02:00 p. m.,50,327,151
1928,20/03/2022,02:03:00 p. m.,16,584,431
1929,20/03/2022,02:04:00 p. m.,143,1231,191
1930,20/03/2022,02:05:00 p. m.,148,700,366
1931,20/03/2022,02:06:00 p. m.,42,926,55
1932,20/03/2022,02:07:00 p. m.,121,562,309
1933,20/03/2022,02:08:00 p. m.,32,1146,291
1934,20/03/2022,02:09:00 p. m.,0,0,0
1935,20/03/2022,02:10:00 p. m.,0,0,0
1936,20/03/2022,02:11:00 p. m.,0,0,0
1937,20/03/2022,02:12:00 p. m.,0,0,0
1938,20/03/2022,02:13:00 p. m.,0,0,0
1939,20/03/2022,02:14:00 p. m.,0,0,0
1940,20/03/2022,02:15:00 p. m.,0,0,0
1941,20/03/2022,02:16:00 p. m.,0,0,0
1942,20/03/2022,02:17:00 p. m.,0,0,0
1943,20/03/2022,02:18:00 p. m.,0,0,0
1944,20/03/2022,02:19:00 p. m.,0,0,0
1945,20/03/2022,02:20:00 p. m.,0,0,0
1946,20/03/2022,02:21:00 p. m.,0,0,0
1947,20/03/2022,02:22:00 p. m.,0,0,0
1948,20/03/2022,02:23:00 p. m.,0,0,0
1949,20/03/2022,02:24:00 p. m.,0,0,0
1950,20/03/2022,02:25:00 p. m.,0,0,0
1951,20/03/2022,02:26:00 p. m.,0,0,0
1952,20/03/2022,02:27:00 p. m.,0,0,0
1953,20/03/2022,02:28:00 p. m.,0,0,0
1954,20/03/2022,02:29:00 p. m.,0,0,0
1955,20/03/2022,02:30:00 p. m.,0,0,0
1956,20/03/2022,02:31:00 p. m.,0,0,0
1957,20/03/2022,02:32:00 p. m.,0,0,0
1958,20/03/2022,02:33:00 p. m.,0,0,0
1959,20/03/2022,02:34:00 p. m.,0,0,0
1960,20/03/2022,02:35:00 p. m.,0,0,0
1961,20/03/2022,02:36:00 p. m.,0,0,0
1962,20/03/2022,02:37:00 p. m.,0,0,0
1963,20/03/2022,02:38:00 p. m.,0,0,0
1964,20/03/2022,02:39:00 p. m.,0,0,0
1965,20/03/2022,02:40:00 p. m.,0,0,0
1966,20/03/2022,02:41:00 p. m.,0,0,0
1967,20/03/2022,02:42:00 p. m.,0,0,0
1968,20/03/2022,02:43:00 p. m.,0,0,0
1969,20/03/2022,02:44:00 p. m.,0,0,0
1970,20/03/2022,02:45:00 p. m.,0,0,0
1971,20/03/2022,02:46:00 p. m.,0,0,0
1972,20/03/2022,02:47:00 p. m.,0,0,0
1973,20/03/2022,02:48:00 p. m.,0,0,0
1974,20/03/2022,02:49:00 p. m.,0,0,0
1975,20/03/2022,02:50:00 p. m.,0,0,0
1976,20/03/2022,02:51:00 p. m.,0,0,0
1977,20/03/2022,02:52:00 p. m.,0,0,0
1978,20/03/2022,02:53:00 p. m.,0,0,0
1979,20/03/2022,02:54:00 p. m.,0,0,0
1980,20/03/2022,02:55:00 p. m.,0,0,0
1981,20/03/2022,02:56:00 p. m.,0,0,0
1982,20/03/2022,02:57:00 p. m.,0,0,0
1983,20/03/2022,02:58:00 p. m.,0,0,0
1984,20/03/2022,02:59:00 p. m.,0,0,0
1985,20/03/2022,03:00:00 p. m.,0,0,0
1986,20/03/2022,03:01:00 p. m.,0,0,0
1987,20/03/2022,03:02:00 p. m.,0,0,0
1988,20/03/2022,03:03:00 p. m.,0,0,0
1989,20/03/2022,03:04:00 p. m.,0,0,0
1990,20/03/2022,03:05:00 p. m.,0,0,0
1991,20/03/2022,03:06:00 p. m.,0,0,0
1992,20/03/2022,03:07:00 p. m.,0,0,0
1993,20/03/2022,03:08:00 p. m.,40,656,282
1994,20/03/2022,03:09:00 p. m.,39,379,318
1995,20/03/2022,03:10:00 p. m.,19,1141,15
1996,20/03/2022,03:11:00 p. m.,12,51,272
1997,20/03/2022,03:12:00 p. m.,120,913,145
1998,20/03/2022,03:13:00 p. m.,68,93,406
1999,20/03/2022,03:14:00 p. m.,111,442,230
2000,20/03/2022,03:15:00 p. m.,64,18,361
2001,20/03/2022,03:16:00 p. m.,56,704,425
2002,20/03/2022,03:17:00 p. m.,102,83,307
2003,20/03/2022,03:18:00 p. m.,125,1015,222
2004,20/03/2022,03:19:00 p. m.,67,948,65
2005,20/03/2022,03:20:00 p. m.,64,229,77
2006,20/03/2022,03:21:00 p. m.,153,846,333
2007,20/03/2022,03:22:00 p. m.,126,1180,43
2008,20/03/2022,03:23:00 p. m.,51,964,158
2009,20/03/2022,03:24:00 p. m.,83,987,177
2010,20/03/2022,03:25:00 p. m.,118,201,246
2011,20/03/2022,03:26:00 p. m.,57,18,302
2012,20/03/2022,03:27:00 p. m.,147,385,310
2013,20/03/2022,03:28:00 p. m.,47,1191,120
2014,20/03/2022,03:29:00 p. m.,140,1211,95
2015,20/03/2022,03:30:00 p. m.,137,1247,51
2016,20/03/2022,03:31:00 p. m.,103,722,305
2017,20/03/2022,03:32:00 p. m.,113,844,180
2018,20/03/2022,03:33:00 p. m.,36,827,277
2019,20/03/2022,03:34:00 p. m.,14,768,34
2020,20/03/2022,03:35:00 p. m.,17,574,342
2021,20/03/2022,03:36:00 p. m.,25,1183,337
2022,20/03/2022,03:37:00 p. m.,80,409,95
2023,20/03/2022,03:38:00 p. m.,55,429,395
2024,20/03/2022,03:39:00 p. m.,105,1152,189
2025,20/03/2022,03:40:00 p. m.,22,751,358
2026,20/03/2022,03:41:00 p. m.,99,831,380
2027,20/03/2022,03:42:00 p. m.,24,563,332
2028,20/03/2022,03:43:00 p. m.,89,1134,304
2029,20/03/2022,03:44:00 p. m.,129,127,150
2030,20/03/2022,03:45:00 p. m.,38,515,152
2031,20/03/2022,03:46:00 p. m.,117,507,334
2032,20/03/2022,03:47:00 p. m.,53,535,85
2033,20/03/2022,03:48:00 p. m.,96,38,198
2034,20/03/2022,03:49:00 p. m.,90,1025,250
2035,20/03/2022,03:50:00 p. m.,50,953,158
2036,20/03/2022,03:51:00 p. m.,34,115,271
2037,20/03/2022,03:52:00 p. m.,24,477,303
2038,20/03/2022,03:53:00 p. m.,153,380,360
2039,20/03/2022,03:54:00 p. m.,143,36,259
2040,20/03/2022,03:55:00 p. m.,84,444,260
2041,20/03/2022,03:56:00 p. m.,4,198,15
2042,20/03/2022,03:57:00 p. m.,111,1046,354
2043,20/03/2022,03:58:00 p. m.,48,517,246
2044,20/03/2022,03:59:00 p. m.,107,1034,102
2045,20/03/2022,04:00:00 p. m.,88,993,172
2046,20/03/2022,04:01:00 p. m.,52,813,306
2047,20/03/2022,04:02:00 p. m.,97,1159,46
2048,20/03/2022,04:03:00 p. m.,109,96,158
2049,20/03/2022,04:04:00 p. m.,140,705,411
2050,20/03/2022,04:05:00 p. m.,1,1022,182
2051,20/03/2022,04:06:00 p. m.,90,131,327
2052,20/03/2022,04:07:00 p. m.,41,264,391
2053,20/03/2022,04:08:00 p. m.,116,932,169
2054,20/03/2022,04:09:00 p. m.,140,374,82
2055,20/03/2022,04:10:00 p. m.,91,470,350
2056,20/03/2022,04:11:00 p. m.,90,682,277
2057,20/03/2022,04:12:00 p. m.,140,965,248
2058,20/03/2022,04:13:00 p. m.,41,788,363
2059,20/03/2022,04:14:00 p. m.,14,132,154
2060,20/03/2022,04:15:00 p. m.,80,10,128
2061,20/03/2022,04:16:00 p. m.,86,968,426
2062,20/03/2022,04:17:00 p. m.,80,610,93
2063,20/03/2022,04:18:00 p. m.,84,350,133
2064,20/03/2022,04:19:00 p. m.,111,588,65
2065,20/03/2022,04:20:00 p. m.,99,890,410
2066,20/03/2022,04:21:00 p. m.,100,1064,334
2067,20/03/2022,04:22:00 p. m.,10,1009,373
2068,20/03/2022,04:23:00 p. m.,42,228,73
2069,20/03/2022,04:24:00 p. m.,23,313,224
2070,20/03/2022,04:25:00 p. m.,139,1161,87
2071,20/03/2022,04:26:00 p. m.,38,705,333
2072,20/03/2022,04:27:00 p. m.,41,1084,25
2073,20/03/2022,04:28:00 p. m.,122,680,69
2074,20/03/2022,04:29:00 p. m.,112,145,426
2075,20/03/2022,04:30:00 p. m.,110,247,142
2076,20/03/2022,04:31:00 p. m.,56,913,176
2077,20/03/2022,04:32:00 p. m.,143,642,13
2078,20/03/2022,04:33:00 p. m.,116,530,204
2079,20/03/2022,04:34:00 p. m.,80,1192,232
2080,20/03/2022,04:35:00 p. m.,61,32,251
2081,20/03/2022,04:36:00 p. m.,16,170,401
2082,20/03/2022,04:37:00 p. m.,77,921,378
2083,20/03/2022,04:38:00 p. m.,7,1214,429
2084,20/03/2022,04:39:00 p. m.,142,691,336
2085,20/03/2022,04:40:00 p. m.,136,110,206
2086,20/03/2022,04:41:00 p. m.,148,61,167
2087,20/03/2022,04:42:00 p. m.,40,761,108
2088,20/03/2022,04:43:00 p. m.,124,512,373
2089,20/03/2022,04:44:00 p. m.,20,950,286
2090,20/03/2022,04:45:00 p. m.,143,335,244
2091,20/03/2022,04:46:00 p. m.,134,759,309
2092,20/03/2022,04:47:00 p. m.,17,649,14
2093,20/03/2022,04:48:00 p. m.,38,354,240
2094,20/03/2022,04:49:00 p. m.,133,86,410
2095,20/03/2022,04:50:00 p. m.,96,1152,161
2096,20/03/2022,04:51:00 p. m.,145,146,417
2097,20/03/2022,04:52:00 p. m.,149,491,179
2098,20/03/2022,04:53:00 p. m.,63,339,9
2099,20/03/2022,04:54:00 p. m.,39,294,108
2100,20/03/2022,04:55:00 p. m.,144,1089,65
2101,20/03/2022,04:56:00 p. m.,122,434,135
2102,20/03/2022,04:57:00 p. m.,121,916,268
2103,20/03/2022,04:58:00 p. m.,96,24,374
2104,20/03/2022,04:59:00 p. m.,41,341,161
2105,20/03/2022,05:00:00 p. m.,34,892,351
2106,20/03/2022,05:01:00 p. m.,62,131,394
2107,20/03/2022,05:02:00 p. m.,77,1226,392
2108,20/03/2022,05:03:00 p. m.,20,707,320
2109,20/03/2022,05:04:00 p. m.,101,422,155
2110,20/03/2022,05:05:00 p. m.,63,533,169
2111,20/03/2022,05:06:00 p. m.,49,186,241
2112,20/03/2022,05:07:00 p. m.,145,829,105
2113,20/03/2022,05:08:00 p. m.,150,930,268
2114,20/03/2022,05:09:00 p. m.,62,1069,145
2115,20/03/2022,05:10:00 p. m.,63,210,125
2116,20/03/2022,05:11:00 p. m.,129,367,427
2117,20/03/2022,05:12:00 p. m.,93,754,365
2118,20/03/2022,05:13:00 p. m.,86,983,431
2119,20/03/2022,05:14:00 p. m.,150,377,264
2120,20/03/2022,05:15:00 p. m.,147,820,274
2121,20/03/2022,05:16:00 p. m.,72,902,395
2122,20/03/2022,05:17:00 p. m.,115,228,78
2123,20/03/2022,05:18:00 p. m.,102,464,266
2124,20/03/2022,05:19:00 p. m.,103,840,80
2125,20/03/2022,05:20:00 p. m.,61,56,416
2126,20/03/2022,05:21:00 p. m.,36,274,172
2127,20/03/2022,05:22:00 p. m.,73,889,13
2128,20/03/2022,05:23:00 p. m.,75,409,30
2129,20/03/2022,05:24:00 p. m.,81,826,161
2130,20/03/2022,05:25:00 p. m.,27,770,196
2131,20/03/2022,05:26:00 p. m.,67,290,397
2132,20/03/2022,05:27:00 p. m.,93,852,33
2133,20/03/2022,05:28:00 p. m.,141,605,397
2134,20/03/2022,05:29:00 p. m.,135,108,386
2135,20/03/2022,05:30:00 p. m.,46,1085,281
2136,20/03/2022,05:31:00 p. m.,84,869,96
2137,20/03/2022,05:32:00 p. m.,31,801,45
2138,20/03/2022,05:33:00 p. m.,45,111,129
2139,20/03/2022,05:34:00 p. m.,23,464,261
2140,20/03/2022,05:35:00 p. m.,91,685,74
2141,20/03/2022,05:36:00 p. m.,3,747,111
2142,20/03/2022,05:37:00 p. m.,108,957,99
2143,20/03/2022,05:38:00 p. m.,32,233,256
2144,20/03/2022,05:39:00 p. m.,76,650,55
2145,20/03/2022,05:40:00 p. m.,153,711,61
2146,20/03/2022,05:41:00 p. m.,87,1020,371
2147,20/03/2022,05:42:00 p. m.,128,515,169
2148,20/03/2022,05:43:00 p. m.,51,390,296
2149,20/03/2022,05:44:00 p. m.,91,224,45
2150,20/03/2022,05:45:00 p. m.,39,95,325
2151,20/03/2022,05:46:00 p. m.,153,1228,147
2152,20/03/2022,05:47:00 p. m.,98,183,41
2153,20/03/2022,05:48:00 p. m.,135,331,431
2154,20/03/2022,05:49:00 p. m.,11,118,380
2155,20/03/2022,05:50:00 p. m.,37,491,247
2156,20/03/2022,05:51:00 p. m.,34,117,431
2157,20/03/2022,05:52:00 p. m.,54,5,270
2158,20/03/2022,05:53:00 p. m.,5,896,254
2159,20/03/2022,05:54:00 p. m.,49,139,229
2160,20/03/2022,05:55:00 p. m.,16,474,140
2161,20/03/2022,05:56:00 p. m.,116,1249,114
2162,20/03/2022,05:57:00 p. m.,25,604,138
2163,20/03/2022,05:58:00 p. m.,29,822,194
2164,20/03/2022,05:59:00 p. m.,136,594,203
2165,20/03/2022,06:00:00 p. m.,132,689,314
2166,20/03/2022,06:00:00 a. m.,118,281,165
2167,21/03/2022,06:00:00 a. m.,50,204,164
2168,21/03/2022,06:01:00 a. m.,58,968,358
2169,21/03/2022,06:02:00 a. m.,84,753,371
2170,21/03/2022,06:03:00 a. m.,78,836,349
2171,21/03/2022,06:04:00 a. m.,145,55,191
2172,21/03/2022,06:05:00 a. m.,129,230,97
2173,21/03/2022,06:06:00 a. m.,110,631,229
2174,21/03/2022,06:07:00 a. m.,105,305,288
2175,21/03/2022,06:08:00 a. m.,75,1113,307
2176,21/03/2022,06:09:00 a. m.,50,1173,148
2177,21/03/2022,06:10:00 a. m.,14,578,367
2178,21/03/2022,06:11:00 a. m.,137,1001,71
2179,21/03/2022,06:12:00 a. m.,94,637,195
2180,21/03/2022,06:13:00 a. m.,105,1198,304
2181,21/03/2022,06:14:00 a. m.,54,502,145
2182,21/03/2022,06:15:00 a. m.,14,1114,276
2183,21/03/2022,06:16:00 a. m.,71,764,256
2184,21/03/2022,06:17:00 a. m.,6,896,29
2185,21/03/2022,06:18:00 a. m.,101,270,164
2186,21/03/2022,06:19:00 a. m.,53,1226,301
2187,21/03/2022,06:20:00 a. m.,61,925,361
2188,21/03/2022,06:21:00 a. m.,104,198,57
2189,21/03/2022,06:22:00 a. m.,91,922,327
2190,21/03/2022,06:23:00 a. m.,73,404,144
2191,21/03/2022,06:24:00 a. m.,108,631,38
2192,21/03/2022,06:25:00 a. m.,24,737,198
2193,21/03/2022,06:26:00 a. m.,103,972,321
2194,21/03/2022,06:27:00 a. m.,60,897,355
2195,21/03/2022,06:28:00 a. m.,127,1214,24
2196,21/03/2022,06:29:00 a. m.,67,574,204
2197,21/03/2022,06:30:00 a. m.,50,181,159
2198,21/03/2022,06:31:00 a. m.,71,1178,281
2199,21/03/2022,06:32:00 a. m.,131,377,328
2200,21/03/2022,06:33:00 a. m.,31,387,120
2201,21/03/2022,06:34:00 a. m.,8,357,250
2202,21/03/2022,06:35:00 a. m.,123,452,296
2203,21/03/2022,06:36:00 a. m.,108,457,177
2204,21/03/2022,06:37:00 a. m.,10,23,126
2205,21/03/2022,06:38:00 a. m.,137,151,64
2206,21/03/2022,06:39:00 a. m.,61,570,43
2207,21/03/2022,06:40:00 a. m.,119,378,112
2208,21/03/2022,06:41:00 a. m.,5,63,172
2209,21/03/2022,06:42:00 a. m.,58,531,250
2210,21/03/2022,06:43:00 a. m.,140,293,220
2211,21/03/2022,06:44:00 a. m.,43,777,329
2212,21/03/2022,06:45:00 a. m.,99,953,354
2213,21/03/2022,06:46:00 a. m.,83,608,123
2214,21/03/2022,06:47:00 a. m.,138,188,430
2215,21/03/2022,06:48:00 a. m.,92,1015,404
2216,21/03/2022,06:49:00 a. m.,126,231,29
2217,21/03/2022,06:50:00 a. m.,17,546,199
2218,21/03/2022,06:51:00 a. m.,45,829,293
2219,21/03/2022,06:52:00 a. m.,32,855,3
2220,21/03/2022,06:53:00 a. m.,119,763,371
2221,21/03/2022,06:54:00 a. m.,103,73,176
2222,21/03/2022,06:55:00 a. m.,21,337,422
2223,21/03/2022,06:56:00 a. m.,148,331,135
2224,21/03/2022,06:57:00 a. m.,141,323,358
2225,21/03/2022,06:58:00 a. m.,15,1008,293
2226,21/03/2022,06:59:00 a. m.,128,376,240
2227,21/03/2022,07:00:00 a. m.,97,1000,143
2228,21/03/2022,07:01:00 a. m.,97,1093,160
2229,21/03/2022,07:02:00 a. m.,12,1128,417
2230,21/03/2022,07:03:00 a. m.,24,1028,390
2231,21/03/2022,07:04:00 a. m.,64,11,74
2232,21/03/2022,07:05:00 a. m.,17,697,73
2233,21/03/2022,07:06:00 a. m.,125,339,108
2234,21/03/2022,07:07:00 a. m.,151,524,24
2235,21/03/2022,07:08:00 a. m.,134,73,48
2236,21/03/2022,07:09:00 a. m.,84,375,143
2237,21/03/2022,07:10:00 a. m.,89,638,371
2238,21/03/2022,07:11:00 a. m.,93,270,80
2239,21/03/2022,07:12:00 a. m.,67,176,192
2240,21/03/2022,07:13:00 a. m.,34,880,297
2241,21/03/2022,07:14:00 a. m.,132,338,180
2242,21/03/2022,07:15:00 a. m.,94,1026,219
2243,21/03/2022,07:16:00 a. m.,27,90,384
2244,21/03/2022,07:17:00 a. m.,89,693,107
2245,21/03/2022,07:18:00 a. m.,145,585,386
2246,21/03/2022,07:19:00 a. m.,12,82,90
2247,21/03/2022,07:20:00 a. m.,139,732,329
2248,21/03/2022,07:21:00 a. m.,88,456,179
2249,21/03/2022,07:22:00 a. m.,57,1081,5
2250,21/03/2022,07:23:00 a. m.,75,1109,167
2251,21/03/2022,07:24:00 a. m.,24,4,22
2252,21/03/2022,07:25:00 a. m.,64,955,35
2253,21/03/2022,07:26:00 a. m.,114,432,404
2254,21/03/2022,07:27:00 a. m.,95,1,416
2255,21/03/2022,07:28:00 a. m.,131,991,376
2256,21/03/2022,07:29:00 a. m.,24,1234,75
2257,21/03/2022,07:30:00 a. m.,59,556,98
2258,21/03/2022,07:31:00 a. m.,14,394,100
2259,21/03/2022,07:32:00 a. m.,110,934,424
2260,21/03/2022,07:33:00 a. m.,111,1092,39
2261,21/03/2022,07:34:00 a. m.,2,875,214
2262,21/03/2022,07:35:00 a. m.,59,388,157
2263,21/03/2022,07:36:00 a. m.,26,433,16
2264,21/03/2022,07:37:00 a. m.,63,809,217
2265,21/03/2022,07:38:00 a. m.,58,268,73
2266,21/03/2022,07:39:00 a. m.,1,633,285
2267,21/03/2022,07:40:00 a. m.,85,1093,293
2268,21/03/2022,07:41:00 a. m.,117,372,278
2269,21/03/2022,07:42:00 a. m.,11,215,318
2270,21/03/2022,07:43:00 a. m.,108,152,108
2271,21/03/2022,07:44:00 a. m.,82,685,292
2272,21/03/2022,07:45:00 a. m.,113,809,175
2273,21/03/2022,07:46:00 a. m.,115,1037,133
2274,21/03/2022,07:47:00 a. m.,14,727,146
2275,21/03/2022,07:48:00 a. m.,26,968,286
2276,21/03/2022,07:49:00 a. m.,92,952,246
2277,21/03/2022,07:50:00 a. m.,154,1241,266
2278,21/03/2022,07:51:00 a. m.,45,901,141
2279,21/03/2022,07:52:00 a. m.,92,451,331
2280,21/03/2022,07:53:00 a. m.,151,1163,126
2281,21/03/2022,07:54:00 a. m.,79,412,274
2282,21/03/2022,07:55:00 a. m.,83,960,428
2283,21/03/2022,07:56:00 a. m.,59,63,378
2284,21/03/2022,07:57:00 a. m.,64,1094,277
2285,21/03/2022,07:58:00 a. m.,42,67,80
2286,21/03/2022,07:59:00 a. m.,76,954,202
2287,21/03/2022,08:00:00 a. m.,70,790,116
2288,21/03/2022,08:01:00 a. m.,20,28,397
2289,21/03/2022,08:02:00 a. m.,113,764,59
2290,21/03/2022,08:03:00 a. m.,147,252,257
2291,21/03/2022,08:04:00 a. m.,55,1077,17
2292,21/03/2022,08:05:00 a. m.,111,230,305
2293,21/03/2022,08:06:00 a. m.,105,978,246
2294,21/03/2022,08:07:00 a. m.,122,805,80
2295,21/03/2022,08:08:00 a. m.,55,897,307
2296,21/03/2022,08:09:00 a. m.,120,1017,98
2297,21/03/2022,08:10:00 a. m.,61,314,337
2298,21/03/2022,08:11:00 a. m.,86,199,222
2299,21/03/2022,08:12:00 a. m.,27,1029,332
2300,21/03/2022,08:13:00 a. m.,130,946,144
2301,21/03/2022,08:14:00 a. m.,128,1149,382
2302,21/03/2022,08:15:00 a. m.,31,420,56
2303,21/03/2022,08:16:00 a. m.,61,364,411
2304,21/03/2022,08:17:00 a. m.,133,214,98
2305,21/03/2022,08:18:00 a. m.,108,811,132
2306,21/03/2022,08:19:00 a. m.,137,1028,208
2307,21/03/2022,08:20:00 a. m.,134,1146,374
2308,21/03/2022,08:21:00 a. m.,107,22,57
2309,21/03/2022,08:22:00 a. m.,139,670,216
2310,21/03/2022,08:23:00 a. m.,57,109,231
2311,21/03/2022,08:24:00 a. m.,66,933,308
2312,21/03/2022,08:25:00 a. m.,105,752,175
2313,21/03/2022,08:26:00 a. m.,145,232,76
2314,21/03/2022,08:27:00 a. m.,18,322,316
2315,21/03/2022,08:28:00 a. m.,122,263,302
2316,21/03/2022,08:29:00 a. m.,105,744,171
2317,21/03/2022,08:30:00 a. m.,76,938,296
2318,21/03/2022,08:31:00 a. m.,12,158,98
2319,21/03/2022,08:32:00 a. m.,91,841,374
2320,21/03/2022,08:33:00 a. m.,101,1107,432
2321,21/03/2022,08:34:00 a. m.,132,375,172
